Pastureless,a.,Destitute of pasture.
Patch,v. t.,"To mend by sewing on a piece or pieces of cloth, leather, or the like; as, to patch a coat."
Paten,n.,"The place on which the consecrated bread is placed in the Eucharist, or on which the host is placed during the Mass. It is usually small, and formed as to fit the chalice, or cup, as a cover."
Paternity,n.,Origin; authorship.
Pathologies,pl. ,of Pathology
Patonce,a.,Having the arms growing broader and floriated toward the end; -- said of a cross. See Illust. 9 of Cross.
Patrimony,n.,"Formerly, a church estate or endowment."
Patron,n.,A guardian saint. -- called also patron saint.
Patten,n.,A stilt.
Paucispiral,a.,"Having few spirals, or whorls; as, a paucispiral operculum or shell."
Pauperizing,p. pr. & vb. n.,of Pauperize
Pavesse,n.,Pavise.
Paw,n.,"The foot of a quadruped having claws, as the lion, dog, cat, etc."
Paxillus,n.,"One of a peculiar kind of spines covering the surface of certain starfishes. They are pillarlike, with a flattened summit which is covered with minute spinules or granules. See Illustration in Appendix."
Pea,n.,The sliding weight on a steelyard.
Peahen,n.,The hen or female peafowl.
Peal,v. t.,To pour out.
Pearly,a.,"Containing pearls; abounding with, or yielding, pearls; as, pearly shells."
Pecan,n.,"A species of hickory (Carya olivaeformis), growing in North America, chiefly in the Mississippi valley and in Texas, where it is one of the largest of forest trees; also, its fruit, a smooth, oblong nut, an inch or an inch and a half long, with a thin shell and well-flavored meat."
Pecopteris,n.,An extensive genus of fossil ferns; -- so named from the regular comblike arrangement of the leaflets.
Pectoral,n.,A clasp or a cross worn on the breast.
Peculiarness,n.,The quality or state of being peculiar; peculiarity.
Pedanticly,adv.,Pedantically.
Pedestrial,a.,Of or pertaining to the feet; employing the foot or feet.
Pediculus,n.,"A genus of wingless parasitic Hemiptera, including the common lice of man. See Louse."
Peduncular,a.,"Of or pertaining to a peduncle; growing from a peduncle; as, a peduncular tendril."
Peep,v. i.,"To look cautiously or slyly; to peer, as through a crevice; to pry."
Peevish,a.,Silly; childish; trifling.
Peirameter,n.,A dynamometer for measuring the force required to draw wheel carriages on roads of different constructions.
Pelick,n.,The American coot (Fulica).
Pelmata,pl. ,of Pelma
Pelvimeter,n.,An instrument for measuring the dimensions of the pelvis.
Penance,n.,Repentance.
Pencillated,a.,Shaped like a pencil; penicillate.
Pendulosity,n.,The state or quality of being pendulous.
Penfish,n.,A squid.
Penitentiaries,pl. ,of Penitentiary
Penned,a.,Winged; having plumes.
Penrack,n.,A rack for pens not in use.
Pentabasic,a.,Capable of uniting with five molecules of a monacid base; having five acid hydrogen atoms capable of substitution by a basic radical; -- said of certain acids.
Pentagonally,adv.,In the form of a pentagon; with five angles.
Pentaptych,n.,"A picture, or combination of pictures, consisting of a centerpiece and double folding doors or wings, as for an altarpiece."
Pentoic,a.,"Pertaining to, or desingating, an acid (called also valeric acid) derived from pentane."
Peonism,n.,Same as Peonage.
Peppercorn,n.,A dried berry of the black pepper (Piper nigrum).
Peptotoxine,n.,A toxic alkaloid found occasionally associated with the peptones formed from fibrin by pepsinhydrochloric acid.
Percarburet,n.,A percarbide.
Perched,imp. & p. p.,of Perch
Percomorphi,n. pl.,A division of fishes including the perches and related kinds.
Perdure,v. i.,To last or endure for a long time; to be perdurable or lasting.
Perfect,a.,Hermaphrodite; having both stamens and pistils; -- said of flower.
Perfix,v. t.,To fix surely; to appoint.
Perfuming,p. pr. & vb. n.,of Perfume
Periblast,a.,"The protoplasmic matter which surrounds the entoblast, or cell nucleus, and undergoes segmentation."
Periclitation,n.,The state of being in peril.
Perigord pie,,"A pie made of truffles, much esteemed by epicures."
Perineal,a.,Of or pertaining to the perineum.
Periodide,n.,An iodide containing a higher proportion of iodine than any other iodide of the same substance or series.
Periphrasing,p. pr. & vb. n.,of Periphrase
Perishably,adv.,In a perishable degree or manner.
Peristrephic,a.,"Turning around; rotatory; revolving; as, a peristrephic painting (of a panorama)."
Perjuring,p. pr. & vb. n.,of Perjure
Permanganic,a.,"Pertaining to, or designating, one of the higher acids of manganese, HMnO4, which forms salts called permanganates."
Permitter,n.,One who permits.
Peroxide,n.,"An oxide containing more oxygen than some other oxide of the same element. Formerly peroxides were regarded as the highest oxides.  Cf. Per-, 2."
Perpetuating,p. pr. & vb. n.,of Perpetuate
Perroquet,n.,"See Paroquet, Parakeet."
Persian,a.,"Of or pertaining to Persia, to the Persians, or to their language."
Person,n.,A parson; the parish priest.
Personalty,n.,"Personal property, as distinguished from realty or real property."
Perspicable,a.,Discernible.
Persuade,v. t.,"To convince by argument, or by reasons offered or suggested from reflection, etc.; to cause to believe."
Perthiocyanogen,n.,Same as Persulphocyanogen.
Pertused,a.,"Punched; pierced with, or having, holes."
Perversity,n.,The quality or state of being perverse; perverseness.
Peseta,n.,"A Spanish silver coin, and money of account, equal to about nineteen cents, and divided into 100 centesimos."
Pestiduct,n.,That which conveys contagion or infection.
Petaliform,a.,Having the form of a petal; petaloid; petal-shaped.
Petiolated,a.,"Having a stalk or petiole; as, a petioleate leaf; the petiolated abdomen of certain Hymenoptera."
Petrifaction,n.,Fig.: Hardness; callousness; obduracy.
Petrologist,n.,One who is versed in petrology.
Petty,superl.,"Little; trifling; inconsiderable; also, inferior; subordinate; as, a petty fault; a petty prince."
Pewtery,a.,"Belonging to, or resembling, pewter; as, a pewtery taste."
PhagedenicAL,n.,A phagedenic medicine.
Phalanx,n.,"Any body of troops or men formed in close array, or any combination of people distinguished for firmness and solidity of a union."
Phantasmagory,n.,See Phantasmagoria.
Pharmacography,n.,See Pharmacognosis.
Phascolome,n.,A marsupial of the genus Phascolomys; a wombat.
Phene,n.,Benzene.
Phial,n.,"A glass vessel or bottle, especially a small bottle for medicines; a vial."
Philibeg,n.,See Filibeg.
Philologize,v. i.,"To study, or make critical comments on, language."
Philosophist,n.,A pretender in philosophy.
Phlebotomized,imp. & p. p.,of Phlebotomize
Phlogopite,n.,"A kind of mica having generally a peculiar bronze-red or copperlike color and a pearly luster. It is a silicate of aluminia, with magnesia, potash, and some fluorine. It is characteristic of crystalline limestone or dolomite and serpentine. See Mica."
Pholas,n.,"Any one of numerous species of marine bivalve mollusks of the genus Pholas, or family Pholadidae. They bore holes for themselves in clay, peat, and soft rocks."
Phonographist,n.,Phonographer.
Phosphene,n.,"A luminous impression produced through excitation of the retina by some cause other than the impingement upon it of rays of light, as by pressure upon the eyeball when the lids are closed.  Cf. After-image."
Phosphorus,n.,The morning star; Phosphor.
Photograph,n.,A picture or likeness obtained by photography.
Photomicrograph,n.,A microscopically small photograph of an object.
Phrase,v. t.,"To express in words, or in peculiar words; to call; to style."
Phrensied,p. p. & a.,See Frenzied.
Phycoerythrin,n.,Alt. of Phycoerythrine
Phyllocladium,n.,"A flattened stem or branch which more or less resembles a leaf, and performs the function of a leaf as regards respiration and assimilation."
Phylogenetic,a.,"Relating to phylogenesis, or the race history of a type of organism."
Physicist,n.,One versed in physics.
Physiologer,n.,A physiologist.
Phytoglyphic,a.,Relating to phytoglyphy.
Pieing,p. pr. & vb. n.,of Pi
Pic,n.,"A Turkish cloth measure, varying from 18 to 28 inches."
Piciformes,n. pl.,"A group of birds including the woodpeckers, toucans, barbets, colies, kingfishes, hornbills, and some other related groups."
Picked,a.,Having a pike or spine on the back; -- said of certain fishes.
Pick-fault,n.,One who seeks out faults.
Pickpurse,n.,"One who steals purses, or money from purses."
Pictural,n.,A picture.
Pie,n.,Type confusedly mixed. See Pi.
Pied,a.,Variegated with spots of different colors; party-colored; spotted; piebald.
Pierian,a.,Of or pertaining to Pierides or Muses.
Pigeonfoot,n.,The dove's-foot geranium (Geranium molle).
Pignoration,n.,The act of pledging or pawning.
Pikeman,pl. ,of Pikeman
Pile,v. t.,"To lay or throw into a pile or heap; to heap up; to collect into a mass; to accumulate; to amass; -- often with up; as, to pile up wood."
Pilgarlic,n.,"One who has lost his hair by disease; a sneaking fellow, or one who is hardly used."
Pillage,v. i.,To take spoil; to plunder; to ravage.
Pillowcase,n.,"A removable case or covering for a pillow, usually of white linen or cotton cloth."
Pimaric,a.,"Pertaining to, or designating, an acid found in galipot, and isomeric with abietic acid."
Pin,n.,"A short shaft, sometimes forming a bolt, a part of which serves as a journal."
Pinch,v. i.,To spare; to be niggardly; to be covetous.
Pine,v. i.,"To languish; to lose flesh or wear away, under any distress or anexiety of mind; to droop; -- often used with away."
Pingle,n.,A small piece of inclosed ground.
Pinking,p. pr. & vb. n.,of Pink
Pinnace,n.,A procuress; a pimp.
Pinnulae,pl. ,of Pinnula
Pinxter,n.,See Pinkster.
Pipe,n.,"A roll formerly used in the English exchequer, otherwise called the Great Roll, on which were taken down the accounts of debts to the king; -- so called because put together like a pipe."
Piperine,n.,A white crystalline compound of piperidine and piperic acid. It is obtained from the black pepper (Piper nigrum) and other species.
Pique,n.,The jigger. See Jigger.
Pirie,n.,See Pirry.
Piscivorous,a.,Feeding or subsisting on fish.
Pistillody,n.,The metamorphosis of other organs into pistils.
Pitapat,adv.,In a flutter; with palpitation or quick succession of beats.
Pitcher,n.,A sort of crowbar for digging.
Pithful,a.,Full of pith.
Pituite,n.,"Mucus, phlegm."
Placable,a.,Capable of being appeased or pacified; ready or willing to be pacified; willing to forgive or condone.
Placebo,n.,The first antiphon of the vespers for the dead.
Placitory,a.,"Of or pertaining to pleas or pleading, in courts of law."
Plagiary,v. i.,To commit plagiarism.
Plaice,n.,"A large American flounder (Paralichthys dentatus; called also brail, puckermouth, and summer flounder. The name is sometimes applied to other allied species."
Plainly,adv.,In a plain manner; clearly.
Planariae,pl. ,of Planaria
Planer tree,,"A small-leaved North American tree (Planera aquatica) related to the elm, but having a wingless, nutlike fruit."
Planipetalous,a.,Having flat petals.
Plano-subulate,a.,Smooth and awl-shaped. See Subulate.
Planter,n.,"One who, or that which, plants or sows; as, a planterof corn; a machine planter."
Plashet,n.,A small pond or pool; a puddle.
Plaster,v. t.,"To cover with a plaster, as a wound or sore."
-plasty,,"A combining form denoting the act or process of forming, development, growth; as, autoplasty, perineoplasty."
Plating,p. pr. & vb. n.,of Plate
Plating,n.,"The art or process of covering anything with a plate or plates, or with metal, particularly of overlaying a base or dull metal with a thin plate of precious or bright metal, as by mechanical means or by electro-magnetic deposition."
Platonic,n.,A follower of Plato; a Platonist.
Platypus,n.,The duck mole. See under Duck.
Play,v. t.,"To bring into sportive or wanton action; to exhibit in action; to execute; as, to play tricks."
Playing,,a. & vb. n. of Play.
Pleadings,n. pl.,"The mutual pleas and replies of the plaintiff and defendant, or written statements of the parties in support of their claims, proceeding from the declaration of the plaintiff, until issue is joined, and the question made to rest on some single point."
Pleasureful,a.,Affording pleasure.
Plectrum,n.,"A small instrument of ivory, wood, metal, or quill, used in playing upon the lyre and other stringed instruments."
